NSeq, I1, I2, O1, O2, AI1, AI2, AI3
4, 0, 0, 0, 0, 0, 253, 1136
5, 0, 0, 0, 0, 0, 251, 1232
6, 0, 0, 0, 0, 0, 252, 1328
7, 0, 0, 0, 0, 0, 251, 1427
8, 0, 0, 0, 0, 0, 249, 1535
9, 0, 0, 0, 0, 0, 251, 1642
10, 0, 0, 0, 0, 0, 251, 1745
11, 0, 0, 0, 0, 0, 250, 1842
12, 0, 0, 0, 0, 0, 250, 1946
13, 0, 0, 0, 0, 0, 251, 2046
14, 0, 0, 0, 0, 0, 247, 2145
15, 0, 0, 0, 0, 0, 247, 2243
0, 0, 0, 0, 0, 0, 250, 2337
1, 0, 0, 0, 0, 0, 251, 2427
2, 0, 0, 0, 0, 0, 249, 2515
3, 0, 0, 0, 0, 0, 249, 2607
4, 0, 0, 0, 0, 0, 251, 2690
5, 0, 0, 0, 0, 0, 250, 2769
6, 0, 0, 0, 0, 0, 250, 2848
7, 0, 0, 0, 0, 0, 249, 2925
8, 0, 0, 0, 0, 0, 250, 2991
9, 0, 0, 0, 0, 0, 253, 3067
10, 0, 0, 0, 0, 0, 251, 3137
11, 0, 0, 0, 0, 0, 247, 3191
12, 0, 0, 0, 0, 0, 252, 3257
13, 0, 0, 0, 0, 0, 251, 3309
14, 0, 0, 0, 0, 0, 249, 3346
15, 0, 0, 0, 0, 0, 250, 3383
0, 0, 0, 0, 0, 0, 251, 3399
1, 0, 0, 0, 0, 0, 253, 3425
2, 0, 0, 0, 0, 0, 249, 3426
3, 0, 0, 0, 0, 0, 251, 3420
4, 0, 0, 0, 0, 0, 251, 3403
5, 0, 0, 0, 0, 0, 253, 3390
6, 0, 0, 0, 0, 0, 251, 3344
7, 0, 0, 0, 0, 0, 252, 3312
8, 0, 0, 0, 0, 0, 244, 3249
9, 0, 0, 0, 0, 0, 249, 3201
10, 0, 0, 0, 0, 0, 251, 3133
11, 0, 0, 0, 0, 0, 251, 3061
12, 0, 0, 0, 0, 0, 253, 2986
13, 0, 0, 0, 0, 0, 251, 2927
14, 0, 0, 0, 0, 0, 251, 2848
15, 0, 0, 0, 0, 0, 250, 2764
0, 0, 0, 0, 0, 0, 252, 2689
1, 0, 0, 0, 0, 0, 247, 2606
2, 0, 0, 0, 0, 0, 252, 2517
3, 0, 0, 0, 0, 0, 253, 2427
4, 0, 0, 0, 0, 0, 249, 2339
5, 0, 0, 0, 0, 0, 247, 2240
6, 0, 0, 0, 0, 0, 251, 2150
7, 0, 0, 0, 0, 0, 251, 2046
8, 0, 0, 0, 0, 0, 250, 1943
9, 0, 0, 0, 0, 0, 253, 1843
10, 0, 0, 0, 0, 0, 249, 1742
11, 0, 0, 0, 0, 0, 247, 1642
12, 0, 0, 0, 0, 0, 247, 1533
13, 0, 0, 0, 0, 0, 249, 1430
14, 0, 0, 0, 0, 0, 252, 1336
15, 0, 0, 0, 0, 0, 251, 1232
0, 0, 0, 0, 0, 0, 251, 1136
1, 0, 0, 0, 0, 0, 254, 1049
2, 0, 0, 0, 0, 0, 251, 943
3, 0, 0, 0, 0, 0, 251, 848
4, 0, 0, 0, 0, 0, 247, 766
5, 0, 0, 0, 0, 0, 251, 674
6, 0, 0, 0, 0, 0, 253, 593
7, 0, 0, 0, 0, 0, 251, 528
8, 0, 0, 0, 0, 0, 253, 448
9, 0, 0, 0, 0, 0, 251, 383
10, 0, 0, 0, 0, 0, 251, 318
11, 0, 0, 0, 0, 0, 253, 270
12, 0, 0, 0, 0, 0, 251, 209
13, 0, 0, 0, 0, 0, 251, 163
14, 0, 0, 0, 0, 0, 255, 128
15, 0, 0, 0, 0, 0, 250, 94
0, 0, 0, 0, 0, 0, 255, 66
1, 0, 0, 0, 0, 0, 254, 42
2, 0, 0, 0, 0, 0, 252, 26
3, 0, 0, 0, 0, 0, 250, 20
4, 0, 0, 0, 0, 0, 253, 17
5, 0, 0, 0, 0, 0, 251, 18
6, 0, 0, 0, 0, 0, 252, 31
7, 0, 0, 0, 0, 0, 251, 46
8, 0, 0, 0, 0, 0, 252, 64
9, 0, 0, 0, 0, 0, 253, 94
10, 0, 0, 0, 0, 0, 251, 125
11, 0, 0, 0, 0, 0, 250, 164
12, 0, 0, 0, 0, 0, 253, 210
13, 0, 0, 0, 0, 0, 250, 266
14, 0, 0, 0, 0, 0, 247, 320
15, 0, 0, 0, 0, 0, 250, 379
0, 0, 0, 0, 0, 0, 253, 445
1, 0, 0, 0, 0, 0, 250, 518
2, 0, 0, 0, 0, 0, 250, 594
3, 0, 0, 0, 0, 0, 253, 675
4, 0, 0, 0, 0, 0, 245, 757
5, 0, 0, 0, 0, 0, 251, 848
6, 0, 0, 0, 0, 0, 247, 938
7, 0, 0, 0, 0, 0, 251, 1039
8, 0, 0, 0, 0, 0, 253, 1133
9, 0, 0, 0, 0, 0, 251, 1232
10, 0, 0, 0, 0, 0, 249, 1329
11, 0, 0, 0, 0, 0, 250, 1433
12, 0, 0, 0, 0, 0, 247, 1535
13, 0, 0, 0, 0, 0, 253, 1645
14, 0, 0, 0, 0, 0, 250, 1743
15, 0, 0, 0, 0, 0, 251, 1849
0, 0, 0, 0, 0, 0, 250, 1946
1, 0, 0, 0, 0, 0, 253, 2042
2, 0, 0, 0, 0, 0, 253, 2147
3, 0, 0, 0, 0, 0, 251, 2243
4, 0, 0, 0, 0, 0, 251, 2333
5, 0, 0, 0, 0, 0, 251, 2425
6, 0, 0, 0, 0, 0, 251, 2512
7, 0, 0, 0, 0, 0, 250, 2604
8, 0, 0, 0, 0, 0, 249, 2690
9, 0, 0, 0, 0, 0, 251, 2768
10, 0, 0, 0, 0, 0, 251, 2846
11, 0, 0, 0, 0, 0, 249, 2925
12, 0, 0, 0, 0, 0, 253, 2993
13, 0, 0, 0, 0, 0, 247, 3067
14, 0, 0, 0, 0, 0, 252, 3134
15, 0, 0, 0, 0, 0, 251, 3199
0, 0, 0, 0, 0, 0, 250, 3255
1, 0, 0, 0, 0, 0, 252, 3302
2, 0, 0, 0, 0, 0, 249, 3346
3, 0, 0, 0, 0, 0, 250, 3376
4, 0, 0, 0, 0, 0, 253, 3408
5, 0, 0, 0, 0, 0, 251, 3419
6, 0, 0, 0, 0, 0, 253, 3427
7, 0, 0, 0, 0, 0, 253, 3425
8, 0, 0, 0, 0, 0, 247, 3408
9, 0, 0, 0, 0, 0, 251, 3377
10, 0, 0, 0, 0, 0, 249, 3346
11, 0, 0, 0, 0, 0, 249, 3305
12, 0, 0, 0, 0, 0, 249, 3253
13, 0, 0, 0, 0, 0, 253, 3198
14, 0, 0, 0, 0, 0, 250, 3138
15, 0, 0, 0, 0, 0, 251, 3062
0, 0, 0, 0, 0, 0, 251, 2993
1, 0, 0, 0, 0, 0, 249, 2923
2, 0, 0, 0, 0, 0, 251, 2848
3, 0, 0, 0, 0, 0, 250, 2768
4, 0, 0, 0, 0, 0, 248, 2688
5, 0, 0, 0, 0, 0, 252, 2609
6, 0, 0, 0, 0, 0, 251, 2513
7, 0, 0, 0, 0, 0, 251, 2427
8, 0, 0, 0, 0, 0, 247, 2335
9, 0, 0, 0, 0, 0, 252, 2244
10, 0, 0, 0, 0, 0, 249, 2146
11, 0, 0, 0, 0, 0, 251, 2042
12, 0, 0, 0, 0, 0, 247, 1946
13, 0, 0, 0, 0, 0, 254, 1841
14, 0, 0, 0, 0, 0, 253, 1743
15, 0, 0, 0, 0, 0, 249, 1645
0, 0, 0, 0, 0, 0, 249, 1535
1, 0, 0, 0, 0, 0, 253, 1427
2, 0, 0, 0, 0, 0, 250, 1329
3, 0, 0, 0, 0, 0, 253, 1231
4, 0, 0, 0, 0, 0, 250, 1136
5, 0, 0, 0, 0, 0, 247, 1039
6, 0, 0, 0, 0, 0, 253, 940
7, 0, 0, 0, 0, 0, 251, 848
8, 0, 0, 0, 0, 0, 251, 762
9, 0, 0, 0, 0, 0, 249, 678
10, 0, 0, 0, 0, 0, 250, 597
11, 0, 0, 0, 0, 0, 251, 521
12, 0, 0, 0, 0, 0, 252, 443
13, 0, 0, 0, 0, 0, 253, 381
14, 0, 0, 0, 0, 0, 253, 319
15, 0, 0, 0, 0, 0, 251, 259
0, 0, 0, 0, 0, 0, 252, 209
1, 0, 0, 0, 0, 0, 247, 164
2, 0, 0, 0, 0, 0, 250, 128
3, 0, 0, 0, 0, 0, 251, 91
4, 0, 0, 0, 0, 0, 250, 64
5, 0, 0, 0, 0, 0, 252, 44
6, 0, 0, 0, 0, 0, 251, 30
7, 0, 0, 0, 0, 0, 251, 18
8, 0, 0, 0, 0, 0, 251, 16
9, 0, 0, 0, 0, 0, 252, 17
10, 0, 0, 0, 0, 0, 253, 25
11, 0, 0, 0, 0, 0, 250, 43
12, 0, 0, 0, 0, 0, 251, 64
13, 0, 0, 0, 0, 0, 251, 94
14, 0, 0, 0, 0, 0, 253, 124
15, 0, 0, 0, 0, 0, 251, 167
0, 0, 0, 0, 0, 0, 254, 209
1, 0, 0, 0, 0, 0, 250, 262
2, 0, 0, 0, 0, 0, 251, 322
3, 0, 0, 0, 0, 0, 253, 382
4, 0, 0, 0, 0, 0, 253, 447
5, 0, 0, 0, 0, 0, 251, 522
6, 0, 0, 0, 0, 0, 253, 593
7, 0, 0, 0, 0, 0, 251, 678
8, 0, 0, 0, 0, 0, 251, 757
9, 0, 0, 0, 0, 0, 250, 850
10, 0, 0, 0, 0, 0, 253, 943
11, 0, 0, 0, 0, 0, 246, 1037
12, 0, 0, 0, 0, 0, 251, 1132
13, 0, 0, 0, 0, 0, 250, 1231
14, 0, 0, 0, 0, 0, 251, 1329
15, 0, 0, 0, 0, 0, 252, 1430
0, 0, 0, 0, 0, 0, 250, 1530
1, 0, 0, 0, 0, 0, 249, 1642
2, 0, 0, 0, 0, 0, 250, 1743
3, 0, 0, 0, 0, 0, 251, 1843
4, 0, 0, 0, 0, 0, 250, 1941
5, 0, 0, 0, 0, 0, 251, 2039
6, 0, 0, 0, 0, 0, 252, 2144
7, 0, 0, 0, 0, 0, 249, 2241
8, 0, 0, 0, 0, 0, 249, 2331
9, 0, 0, 0, 0, 0, 250, 2425
10, 0, 0, 0, 0, 0, 250, 2511
11, 0, 0, 0, 0, 0, 253, 2606
12, 0, 0, 0, 0, 0, 252, 2690
13, 0, 0, 0, 0, 0, 252, 2768
14, 0, 0, 0, 0, 0, 253, 2846
15, 0, 0, 0, 0, 0, 251, 2923
0, 0, 0, 0, 0, 0, 251, 2992
1, 0, 0, 0, 0, 0, 251, 3065
2, 0, 0, 0, 0, 0, 252, 3135
3, 0, 0, 0, 0, 0, 254, 3196
4, 0, 0, 0, 0, 0, 252, 3249
5, 0, 0, 0, 0, 0, 249, 3301
6, 0, 0, 0, 0, 0, 251, 3344
7, 0, 0, 0, 0, 0, 251, 3377
8, 0, 0, 0, 0, 0, 253, 3402
9, 0, 0, 0, 0, 0, 250, 3423
10, 0, 0, 0, 0, 0, 247, 3430
11, 0, 0, 0, 0, 0, 251, 3411
12, 0, 0, 0, 0, 0, 250, 3402
13, 0, 0, 0, 0, 0, 251, 3385
14, 0, 0, 0, 0, 0, 249, 3349
15, 0, 0, 0, 0, 0, 253, 3311
0, 0, 0, 0, 0, 0, 251, 3253
1, 0, 0, 0, 0, 0, 255, 3202
2, 0, 0, 0, 0, 0, 249, 3136
3, 0, 0, 0, 0, 0, 250, 3061
4, 0, 0, 0, 0, 0, 250, 2994
5, 0, 0, 0, 0, 0, 251, 2923
6, 0, 0, 0, 0, 0, 253, 2845
7, 0, 0, 0, 0, 0, 253, 2768
8, 0, 0, 0, 0, 0, 251, 2688
9, 0, 0, 0, 0, 0, 251, 2608
10, 0, 0, 0, 0, 0, 255, 2516
11, 0, 0, 0, 0, 0, 253, 2425
12, 0, 0, 0, 0, 0, 251, 2336
13, 0, 0, 0, 0, 0, 253, 2239
14, 0, 0, 0, 0, 0, 252, 2149
15, 0, 0, 0, 0, 0, 249, 2054
0, 0, 0, 0, 0, 0, 251, 1945
1, 0, 0, 0, 0, 0, 249, 1841
2, 0, 0, 0, 0, 0, 254, 1744
3, 0, 0, 0, 0, 0, 253, 1638
4, 0, 0, 0, 0, 0, 251, 1531
5, 0, 0, 0, 0, 0, 251, 1436
6, 0, 0, 0, 0, 0, 254, 1337
7, 0, 0, 0, 0, 0, 250, 1232
8, 0, 0, 0, 0, 0, 251, 1136
9, 0, 0, 0, 0, 0, 253, 1040
10, 0, 0, 0, 0, 0, 253, 941
11, 0, 0, 0, 0, 0, 250, 848
12, 0, 0, 0, 0, 0, 251, 757
13, 0, 0, 0, 0, 0, 250, 677
14, 0, 0, 0, 0, 0, 249, 601
15, 0, 0, 0, 0, 0, 250, 521
0, 0, 0, 0, 0, 0, 250, 447
1, 0, 0, 0, 0, 0, 255, 382
2, 0, 0, 0, 0, 0, 256, 320
3, 0, 0, 0, 0, 0, 253, 265
4, 0, 0, 0, 0, 0, 252, 208
5, 0, 0, 0, 0, 0, 250, 163
6, 0, 0, 0, 0, 0, 250, 127
7, 0, 0, 0, 0, 0, 253, 89
8, 0, 0, 0, 0, 0, 247, 64
9, 0, 0, 0, 0, 0, 251, 46
10, 0, 0, 0, 0, 0, 250, 32
11, 0, 0, 0, 0, 0, 254, 18
12, 0, 0, 0, 0, 0, 253, 22
13, 0, 0, 0, 0, 0, 251, 16
14, 0, 0, 0, 0, 0, 252, 27
15, 0, 0, 0, 0, 0, 251, 45
0, 0, 0, 0, 0, 0, 250, 65
1, 0, 0, 0, 0, 0, 253, 96
2, 0, 0, 0, 0, 0, 252, 127
3, 0, 0, 0, 0, 0, 254, 170
4, 0, 0, 0, 0, 0, 254, 210
5, 0, 0, 0, 0, 0, 249, 263
6, 0, 0, 0, 0, 0, 250, 319
7, 0, 0, 0, 0, 0, 247, 379
8, 0, 0, 0, 0, 0, 250, 446
9, 0, 0, 0, 0, 0, 251, 523
10, 0, 0, 0, 0, 0, 253, 594
11, 0, 0, 0, 0, 0, 249, 675
12, 0, 0, 0, 0, 0, 247, 764
13, 0, 0, 0, 0, 0, 249, 847
14, 0, 0, 0, 0, 0, 250, 943
15, 0, 0, 0, 0, 0, 252, 1040
0, 0, 0, 0, 0, 0, 251, 1136
1, 0, 0, 0, 0, 0, 252, 1233
2, 0, 0, 0, 0, 0, 253, 1331
3, 0, 0, 0, 0, 0, 251, 1427
4, 0, 0, 0, 0, 0, 246, 1535
5, 0, 0, 0, 0, 0, 252, 1643
6, 0, 0, 0, 0, 0, 250, 1744
7, 0, 0, 0, 0, 0, 250, 1844
8, 0, 0, 0, 0, 0, 251, 1945
9, 0, 0, 0, 0, 0, 251, 2043
10, 0, 0, 0, 0, 0, 253, 2146
11, 0, 0, 0, 0, 0, 252, 2247
12, 0, 0, 0, 0, 0, 253, 2341
13, 0, 0, 0, 0, 0, 254, 2425
14, 0, 0, 0, 0, 0, 251, 2511
15, 0, 0, 0, 0, 0, 253, 2605
0, 0, 0, 0, 0, 0, 251, 2685
1, 0, 0, 0, 0, 0, 251, 2771
2, 0, 0, 0, 0, 0, 249, 2852
3, 0, 0, 0, 0, 0, 251, 2927
4, 0, 0, 0, 0, 0, 250, 2992
5, 0, 0, 0, 0, 0, 252, 3065
6, 0, 0, 0, 0, 0, 254, 3131
7, 0, 0, 0, 0, 0, 252, 3193
8, 0, 0, 0, 0, 0, 249, 3259
9, 0, 0, 0, 0, 0, 251, 3308
10, 0, 0, 0, 0, 0, 253, 3344
11, 0, 0, 0, 0, 0, 251, 3387
12, 0, 0, 0, 0, 0, 249, 3409
13, 0, 0, 0, 0, 0, 253, 3421
14, 0, 0, 0, 0, 0, 253, 3423
15, 0, 0, 0, 0, 0, 249, 3419
0, 0, 0, 0, 0, 0, 254, 3408
1, 0, 0, 0, 0, 0, 250, 3379
2, 0, 0, 0, 0, 0, 247, 3344
3, 0, 0, 0, 0, 0, 249, 3302
4, 0, 0, 0, 0, 0, 249, 3250
5, 0, 0, 0, 0, 0, 253, 3198
6, 0, 0, 0, 0, 0, 250, 3136
7, 0, 0, 0, 0, 0, 254, 3066
8, 0, 0, 0, 0, 0, 253, 2995
9, 0, 0, 0, 0, 0, 247, 2924
10, 0, 0, 0, 0, 0, 251, 2846
11, 0, 0, 0, 0, 0, 251, 2768
12, 0, 0, 0, 0, 0, 249, 2689
13, 0, 0, 0, 0, 0, 251, 2608
14, 0, 0, 0, 0, 0, 249, 2512
15, 0, 0, 0, 0, 0, 253, 2422
0, 0, 0, 0, 0, 0, 250, 2335
1, 0, 0, 0, 0, 0, 251, 2240
2, 0, 0, 0, 0, 0, 251, 2145
3, 0, 0, 0, 0, 0, 249, 2047
4, 0, 0, 0, 0, 0, 255, 1945
5, 0, 0, 0, 0, 0, 250, 1843
6, 0, 0, 0, 0, 0, 255, 1744
7, 0, 0, 0, 0, 0, 252, 1643
8, 0, 0, 0, 0, 0, 249, 1535
9, 0, 0, 0, 0, 0, 251, 1430
10, 0, 0, 0, 0, 0, 251, 1333
11, 0, 0, 0, 0, 0, 252, 1230
12, 0, 0, 0, 0, 0, 249, 1136
13, 0, 0, 0, 0, 0, 249, 1039
14, 0, 0, 0, 0, 0, 254, 934
15, 0, 0, 0, 0, 0, 252, 852
0, 0, 0, 0, 0, 0, 250, 759
1, 0, 0, 0, 0, 0, 252, 671
2, 0, 0, 0, 0, 0, 251, 593
3, 0, 0, 0, 0, 0, 251, 528
4, 0, 0, 0, 0, 0, 254, 446
5, 0, 0, 0, 0, 0, 249, 384
6, 0, 0, 0, 0, 0, 250, 320
7, 0, 0, 0, 0, 0, 251, 269
8, 0, 0, 0, 0, 0, 251, 211
9, 0, 0, 0, 0, 0, 251, 165
10, 0, 0, 0, 0, 0, 250, 128
11, 0, 0, 0, 0, 0, 253, 81
12, 0, 0, 0, 0, 0, 251, 64
13, 0, 0, 0, 0, 0, 249, 46
14, 0, 0, 0, 0, 0, 252, 27
15, 0, 0, 0, 0, 0, 251, 16
0, 0, 0, 0, 0, 0, 253, 17
1, 0, 0, 0, 0, 0, 249, 17
2, 0, 0, 0, 0, 0, 250, 27
3, 0, 0, 0, 0, 0, 251, 46
4, 0, 0, 0, 0, 0, 247, 66
5, 0, 0, 0, 0, 0, 254, 93
6, 0, 0, 0, 0, 0, 251, 124
7, 0, 0, 0, 0, 0, 251, 167
8, 0, 0, 0, 0, 0, 251, 209
9, 0, 0, 0, 0, 0, 252, 266
10, 0, 0, 0, 0, 0, 254, 321
11, 0, 0, 0, 0, 0, 251, 381
12, 0, 0, 0, 0, 0, 252, 448
13, 0, 0, 0, 0, 0, 253, 523
14, 0, 0, 0, 0, 0, 252, 602
15, 0, 0, 0, 0, 0, 247, 675
0, 0, 0, 0, 0, 0, 251, 758
1, 0, 0, 0, 0, 0, 250, 848
2, 0, 0, 0, 0, 0, 253, 937
3, 0, 0, 0, 0, 0, 253, 1039
4, 0, 0, 0, 0, 0, 250, 1134
5, 0, 0, 0, 0, 0, 252, 1232
6, 0, 0, 0, 0, 0, 251, 1334
7, 0, 0, 0, 0, 0, 251, 1433
8, 0, 0, 0, 0, 0, 251, 1531
9, 0, 0, 0, 0, 0, 252, 1640
10, 0, 0, 0, 0, 0, 247, 1744
11, 0, 0, 0, 0, 0, 253, 1840
12, 0, 0, 0, 0, 0, 250, 1943
13, 0, 0, 0, 0, 0, 249, 2047
14, 0, 0, 0, 0, 0, 253, 2144
15, 0, 0, 0, 0, 0, 251, 2241
0, 0, 0, 0, 0, 0, 250, 2335
1, 0, 0, 0, 0, 0, 251, 2428
2, 0, 0, 0, 0, 0, 247, 2512
3, 0, 0, 0, 0, 0, 251, 2607
4, 0, 0, 0, 0, 0, 249, 2687
5, 0, 0, 0, 0, 0, 256, 2769
6, 0, 0, 0, 0, 0, 251, 2849
7, 0, 0, 0, 0, 0, 253, 2921
8, 0, 0, 0, 0, 0, 253, 2994
9, 0, 0, 0, 0, 0, 251, 3068
10, 0, 0, 0, 0, 0, 251, 3135
11, 0, 0, 0, 0, 0, 247, 3199
12, 0, 0, 0, 0, 0, 253, 3250
13, 0, 0, 0, 0, 0, 249, 3299
14, 0, 0, 0, 0, 0, 251, 3344
15, 0, 0, 0, 0, 0, 251, 3375
0, 0, 0, 0, 0, 0, 250, 3405
1, 0, 0, 0, 0, 0, 250, 3420
2, 0, 0, 0, 0, 0, 251, 3426
3, 0, 0, 0, 0, 0, 249, 3415
4, 0, 0, 0, 0, 0, 251, 3408
5, 0, 0, 0, 0, 0, 251, 3381
6, 0, 0, 0, 0, 0, 251, 3345
7, 0, 0, 0, 0, 0, 253, 3305
8, 0, 0, 0, 0, 0, 249, 3254
9, 0, 0, 0, 0, 0, 253, 3200
10, 0, 0, 0, 0, 0, 251, 3138
11, 0, 0, 0, 0, 0, 251, 3068
12, 0, 0, 0, 0, 0, 249, 2997
13, 0, 0, 0, 0, 0, 253, 2923
14, 0, 0, 0, 0, 0, 247, 2847
15, 0, 0, 0, 0, 0, 254, 2768
0, 0, 0, 0, 0, 0, 253, 2691
1, 0, 0, 0, 0, 0, 251, 2607
2, 0, 0, 0, 0, 0, 251, 2517
3, 0, 0, 0, 0, 0, 252, 2427
4, 0, 0, 0, 0, 0, 252, 2334
5, 0, 0, 0, 0, 0, 251, 2243
6, 0, 0, 0, 0, 0, 253, 2147
7, 0, 0, 0, 0, 0, 253, 2043
8, 0, 0, 0, 0, 0, 249, 1943
9, 0, 0, 0, 0, 0, 252, 1846
10, 0, 0, 0, 0, 0, 251, 1744
11, 0, 0, 0, 0, 0, 252, 1647
12, 0, 0, 0, 0, 0, 253, 1546
13, 0, 0, 0, 0, 0, 255, 1431
14, 0, 0, 0, 0, 0, 253, 1331
15, 0, 0, 0, 0, 0, 250, 1232
0, 0, 0, 0, 0, 0, 254, 1136
1, 0, 0, 0, 0, 0, 253, 1040
2, 0, 0, 0, 0, 0, 251, 941
3, 0, 0, 0, 0, 0, 253, 848
4, 0, 0, 0, 0, 0, 253, 761
5, 0, 0, 0, 0, 0, 254, 677
6, 0, 0, 0, 0, 0, 251, 596
7, 0, 0, 0, 0, 0, 250, 527
8, 0, 0, 0, 0, 0, 251, 439
9, 0, 0, 0, 0, 0, 253, 380
10, 0, 0, 0, 0, 0, 251, 321
11, 0, 0, 0, 0, 0, 253, 258
12, 0, 0, 0, 0, 0, 254, 209
13, 0, 0, 0, 0, 0, 253, 171
14, 0, 0, 0, 0, 0, 252, 128
15, 0, 0, 0, 0, 0, 254, 87
0, 0, 0, 0, 0, 0, 253, 64
1, 0, 0, 0, 0, 0, 250, 43
2, 0, 0, 0, 0, 0, 253, 29
3, 0, 0, 0, 0, 0, 253, 17
4, 0, 0, 0, 0, 0, 250, 17
5, 0, 0, 0, 0, 0, 253, 18
6, 0, 0, 0, 0, 0, 252, 30
7, 0, 0, 0, 0, 0, 253, 48
8, 0, 0, 0, 0, 0, 252, 59
9, 0, 0, 0, 0, 0, 252, 90
10, 0, 0, 0, 0, 0, 251, 129
11, 0, 0, 0, 0, 0, 253, 169
12, 0, 0, 0, 0, 0, 253, 214
13, 0, 0, 0, 0, 0, 252, 266
14, 0, 0, 0, 0, 0, 249, 317
15, 0, 0, 0, 0, 0, 249, 383
0, 0, 0, 0, 0, 0, 251, 446
1, 0, 0, 0, 0, 0, 253, 526
2, 0, 0, 0, 0, 0, 251, 595
3, 0, 0, 0, 0, 0, 249, 679
4, 0, 0, 0, 0, 0, 251, 757
5, 0, 0, 0, 0, 0, 251, 848
6, 0, 0, 0, 0, 0, 251, 944
7, 0, 0, 0, 0, 0, 250, 1037
8, 0, 0, 0, 0, 0, 251, 1136
9, 0, 0, 0, 0, 0, 249, 1232
10, 0, 0, 0, 0, 0, 250, 1329
11, 0, 0, 0, 0, 0, 250, 1431
12, 0, 0, 0, 0, 0, 252, 1535
13, 0, 0, 0, 0, 0, 254, 1644
14, 0, 0, 0, 0, 0, 251, 1739
15, 0, 0, 0, 0, 0, 251, 1842
0, 0, 0, 0, 0, 0, 253, 1938
1, 0, 0, 0, 0, 0, 254, 2047
2, 0, 0, 0, 0, 0, 251, 2147
3, 0, 0, 0, 0, 0, 251, 2241
4, 0, 0, 0, 0, 0, 252, 2335
5, 0, 0, 0, 0, 0, 251, 2427
6, 0, 0, 0, 0, 0, 252, 2517
7, 0, 0, 0, 0, 0, 251, 2608
8, 0, 0, 0, 0, 0, 253, 2690
9, 0, 0, 0, 0, 0, 250, 2768
10, 0, 0, 0, 0, 0, 251, 2843
11, 0, 0, 0, 0, 0, 250, 2923
12, 0, 0, 0, 0, 0, 251, 2992
13, 0, 0, 0, 0, 0, 249, 3069
14, 0, 0, 0, 0, 0, 251, 3134
15, 0, 0, 0, 0, 0, 253, 3195
0, 0, 0, 0, 0, 0, 254, 3252
1, 0, 0, 0, 0, 0, 253, 3307
2, 0, 0, 0, 0, 0, 253, 3346
3, 0, 0, 0, 0, 0, 251, 3377
4, 0, 0, 0, 0, 0, 249, 3403
5, 0, 0, 0, 0, 0, 256, 3423
6, 0, 0, 0, 0, 0, 249, 3423
7, 0, 0, 0, 0, 0, 256, 3421
8, 0, 0, 0, 0, 0, 249, 3403
9, 0, 0, 0, 0, 0, 251, 3376
10, 0, 0, 0, 0, 0, 252, 3341
11, 0, 0, 0, 0, 0, 253, 3306
12, 0, 0, 0, 0, 0, 253, 3254
13, 0, 0, 0, 0, 0, 253, 3198
14, 0, 0, 0, 0, 0, 251, 3134
15, 0, 0, 0, 0, 0, 247, 3061
0, 0, 0, 0, 0, 0, 253, 2992
1, 0, 0, 0, 0, 0, 249, 2925
2, 0, 0, 0, 0, 0, 252, 2851
3, 0, 0, 0, 0, 0, 252, 2769
4, 0, 0, 0, 0, 0, 254, 2688
5, 0, 0, 0, 0, 0, 249, 2608
6, 0, 0, 0, 0, 0, 249, 2513
7, 0, 0, 0, 0, 0, 253, 2427
8, 0, 0, 0, 0, 0, 253, 2335
9, 0, 0, 0, 0, 0, 249, 2240
10, 0, 0, 0, 0, 0, 254, 2146
11, 0, 0, 0, 0, 0, 253, 2047
12, 0, 0, 0, 0, 0, 252, 1946
13, 0, 0, 0, 0, 0, 253, 1845
14, 0, 0, 0, 0, 0, 254, 1742
15, 0, 0, 0, 0, 0, 251, 1638
0, 0, 0, 0, 0, 0, 251, 1533
1, 0, 0, 0, 0, 0, 250, 1434
2, 0, 0, 0, 0, 0, 250, 1329
3, 0, 0, 0, 0, 0, 251, 1230
4, 0, 0, 0, 0, 0, 249, 1136
5, 0, 0, 0, 0, 0, 251, 1040
6, 0, 0, 0, 0, 0, 250, 937
7, 0, 0, 0, 0, 0, 252, 849
8, 0, 0, 0, 0, 0, 251, 762
9, 0, 0, 0, 0, 0, 251, 681
10, 0, 0, 0, 0, 0, 253, 595
11, 0, 0, 0, 0, 0, 254, 526
12, 0, 0, 0, 0, 0, 247, 446
13, 0, 0, 0, 0, 0, 249, 378
14, 0, 0, 0, 0, 0, 250, 320
15, 0, 0, 0, 0, 0, 253, 267
0, 0, 0, 0, 0, 0, 251, 210
1, 0, 0, 0, 0, 0, 256, 173
2, 0, 0, 0, 0, 0, 253, 127
3, 0, 0, 0, 0, 0, 254, 99
4, 0, 0, 0, 0, 0, 249, 64
5, 0, 0, 0, 0, 0, 252, 47
6, 0, 0, 0, 0, 0, 251, 37
7, 0, 0, 0, 0, 0, 253, 19
8, 0, 0, 0, 0, 0, 254, 16
9, 0, 0, 0, 0, 0, 249, 19
10, 0, 0, 0, 0, 0, 253, 30
11, 0, 0, 0, 0, 0, 250, 48
12, 0, 0, 0, 0, 0, 251, 68
13, 0, 0, 0, 0, 0, 253, 87
14, 0, 0, 0, 0, 0, 253, 122
15, 0, 0, 0, 0, 0, 253, 169
0, 0, 0, 0, 0, 0, 255, 210
1, 0, 0, 0, 0, 0, 250, 269
2, 0, 0, 0, 0, 0, 249, 318
