NSeq, I1, I2, O1, O2, AI1, AI2, AI3
0, 0, 0, 0, 0, 0, 242, 3399
1, 0, 0, 0, 0, 0, 242, 3421
2, 0, 0, 0, 0, 0, 242, 3427
3, 0, 0, 0, 0, 0, 241, 3413
4, 0, 0, 0, 0, 0, 243, 3405
5, 0, 0, 0, 0, 0, 240, 3388
6, 0, 0, 0, 0, 0, 243, 3344
7, 0, 0, 0, 0, 0, 243, 3307
8, 0, 0, 0, 0, 0, 242, 3249
9, 0, 0, 0, 0, 0, 241, 3198
10, 0, 0, 0, 0, 0, 242, 3131
11, 0, 0, 0, 0, 0, 240, 3061
12, 0, 0, 0, 0, 0, 241, 2992
13, 0, 0, 0, 0, 0, 242, 2928
14, 0, 0, 0, 0, 0, 243, 2841
15, 0, 0, 0, 0, 0, 245, 2768
0, 0, 0, 0, 0, 0, 244, 2686
1, 0, 0, 0, 0, 0, 243, 2606
2, 0, 0, 0, 0, 0, 242, 2514
3, 0, 0, 0, 0, 0, 243, 2425
4, 0, 0, 0, 0, 0, 242, 2334
5, 0, 0, 0, 0, 0, 241, 2243
6, 0, 0, 0, 0, 0, 243, 2147
7, 0, 0, 0, 0, 0, 242, 2047
8, 0, 0, 0, 0, 0, 243, 1942
9, 0, 0, 0, 0, 0, 242, 1840
10, 0, 0, 0, 0, 0, 241, 1747
11, 0, 0, 0, 0, 0, 242, 1642
12, 0, 0, 0, 0, 0, 242, 1535
13, 0, 0, 0, 0, 0, 240, 1435
14, 0, 0, 0, 0, 0, 241, 1331
15, 0, 0, 0, 0, 0, 241, 1232
0, 0, 0, 0, 0, 0, 242, 1134
1, 0, 0, 0, 0, 0, 244, 1040
2, 0, 0, 0, 0, 0, 240, 939
3, 0, 0, 0, 0, 0, 241, 847
4, 0, 0, 0, 0, 0, 246, 764
5, 0, 0, 0, 0, 0, 245, 670
6, 0, 0, 0, 0, 0, 242, 598
7, 0, 0, 0, 0, 0, 243, 521
8, 0, 0, 0, 0, 0, 242, 447
9, 0, 0, 0, 0, 0, 241, 385
10, 0, 0, 0, 0, 0, 243, 321
11, 0, 0, 0, 0, 0, 242, 264
12, 0, 0, 0, 0, 0, 242, 209
13, 0, 0, 0, 0, 0, 245, 161
14, 0, 0, 0, 0, 0, 243, 127
15, 0, 0, 0, 0, 0, 243, 90
0, 0, 0, 0, 0, 0, 245, 64
1, 0, 0, 0, 0, 0, 245, 46
2, 0, 0, 0, 0, 0, 245, 26
3, 0, 0, 0, 0, 0, 242, 16
4, 0, 0, 0, 0, 0, 243, 17
5, 0, 0, 0, 0, 0, 242, 16
6, 0, 0, 0, 0, 0, 246, 29
7, 0, 0, 0, 0, 0, 243, 48
8, 0, 0, 0, 0, 0, 244, 64
9, 0, 0, 0, 0, 0, 243, 92
10, 0, 0, 0, 0, 0, 241, 128
11, 0, 0, 0, 0, 0, 243, 164
12, 0, 0, 0, 0, 0, 241, 207
13, 0, 0, 0, 0, 0, 243, 267
14, 0, 0, 0, 0, 0, 243, 315
15, 0, 0, 0, 0, 0, 242, 381
0, 0, 0, 0, 0, 0, 243, 447
1, 0, 0, 0, 0, 0, 242, 523
2, 0, 0, 0, 0, 0, 242, 593
3, 0, 0, 0, 0, 0, 243, 674
4, 0, 0, 0, 0, 0, 242, 761
5, 0, 0, 0, 0, 0, 243, 847
6, 0, 0, 0, 0, 0, 241, 939
7, 0, 0, 0, 0, 0, 242, 1040
8, 0, 0, 0, 0, 0, 245, 1133
9, 0, 0, 0, 0, 0, 241, 1230
10, 0, 0, 0, 0, 0, 246, 1328
11, 0, 0, 0, 0, 0, 242, 1430
12, 0, 0, 0, 0, 0, 243, 1527
13, 0, 0, 0, 0, 0, 242, 1643
14, 0, 0, 0, 0, 0, 243, 1744
15, 0, 0, 0, 0, 0, 241, 1840
0, 0, 0, 0, 0, 0, 246, 1941
1, 0, 0, 0, 0, 0, 243, 2055
2, 0, 0, 0, 0, 0, 243, 2147
3, 0, 0, 0, 0, 0, 241, 2242
4, 0, 0, 0, 0, 0, 242, 2338
5, 0, 0, 0, 0, 0, 242, 2425
6, 0, 0, 0, 0, 0, 243, 2514
7, 0, 0, 0, 0, 0, 242, 2607
8, 0, 0, 0, 0, 0, 242, 2686
9, 0, 0, 0, 0, 0, 240, 2768
10, 0, 0, 0, 0, 0, 243, 2848
11, 0, 0, 0, 0, 0, 240, 2926
12, 0, 0, 0, 0, 0, 242, 2995
13, 0, 0, 0, 0, 0, 243, 3065
14, 0, 0, 0, 0, 0, 243, 3134
15, 0, 0, 0, 0, 0, 246, 3203
0, 0, 0, 0, 0, 0, 241, 3254
1, 0, 0, 0, 0, 0, 242, 3303
2, 0, 0, 0, 0, 0, 242, 3344
3, 0, 0, 0, 0, 0, 243, 3387
4, 0, 0, 0, 0, 0, 242, 3408
5, 0, 0, 0, 0, 0, 241, 3423
6, 0, 0, 0, 0, 0, 242, 3425
7, 0, 0, 0, 0, 0, 241, 3425
8, 0, 0, 0, 0, 0, 241, 3408
9, 0, 0, 0, 0, 0, 247, 3386
10, 0, 0, 0, 0, 0, 244, 3346
11, 0, 0, 0, 0, 0, 243, 3312
12, 0, 0, 0, 0, 0, 243, 3255
13, 0, 0, 0, 0, 0, 246, 3194
14, 0, 0, 0, 0, 0, 240, 3139
15, 0, 0, 0, 0, 0, 242, 3059
0, 0, 0, 0, 0, 0, 241, 2992
1, 0, 0, 0, 0, 0, 243, 2925
2, 0, 0, 0, 0, 0, 243, 2849
3, 0, 0, 0, 0, 0, 243, 2768
4, 0, 0, 0, 0, 0, 242, 2689
5, 0, 0, 0, 0, 0, 242, 2606
6, 0, 0, 0, 0, 0, 243, 2513
7, 0, 0, 0, 0, 0, 246, 2425
8, 0, 0, 0, 0, 0, 242, 2335
9, 0, 0, 0, 0, 0, 242, 2243
10, 0, 0, 0, 0, 0, 245, 2142
11, 0, 0, 0, 0, 0, 246, 2043
12, 0, 0, 0, 0, 0, 243, 1943
13, 0, 0, 0, 0, 0, 245, 1842
14, 0, 0, 0, 0, 0, 246, 1739
15, 0, 0, 0, 0, 0, 245, 1642
0, 0, 0, 0, 0, 0, 243, 1542
1, 0, 0, 0, 0, 0, 242, 1432
2, 0, 0, 0, 0, 0, 241, 1335
3, 0, 0, 0, 0, 0, 244, 1232
4, 0, 0, 0, 0, 0, 243, 1136
5, 0, 0, 0, 0, 0, 243, 1037
6, 0, 0, 0, 0, 0, 240, 939
7, 0, 0, 0, 0, 0, 244, 845
8, 0, 0, 0, 0, 0, 244, 759
9, 0, 0, 0, 0, 0, 244, 681
10, 0, 0, 0, 0, 0, 243, 596
11, 0, 0, 0, 0, 0, 244, 526
12, 0, 0, 0, 0, 0, 243, 453
13, 0, 0, 0, 0, 0, 240, 382
14, 0, 0, 0, 0, 0, 245, 319
15, 0, 0, 0, 0, 0, 240, 260
0, 0, 0, 0, 0, 0, 243, 210
1, 0, 0, 0, 0, 0, 245, 165
2, 0, 0, 0, 0, 0, 246, 122
3, 0, 0, 0, 0, 0, 242, 90
4, 0, 0, 0, 0, 0, 242, 61
5, 0, 0, 0, 0, 0, 242, 48
6, 0, 0, 0, 0, 0, 246, 22
7, 0, 0, 0, 0, 0, 242, 16
8, 0, 0, 0, 0, 0, 243, 14
9, 0, 0, 0, 0, 0, 243, 16
10, 0, 0, 0, 0, 0, 243, 29
11, 0, 0, 0, 0, 0, 245, 41
12, 0, 0, 0, 0, 0, 241, 67
13, 0, 0, 0, 0, 0, 245, 91
14, 0, 0, 0, 0, 0, 245, 128
15, 0, 0, 0, 0, 0, 247, 166
0, 0, 0, 0, 0, 0, 242, 210
1, 0, 0, 0, 0, 0, 246, 263
2, 0, 0, 0, 0, 0, 245, 322
3, 0, 0, 0, 0, 0, 242, 382
4, 0, 0, 0, 0, 0, 242, 443
5, 0, 0, 0, 0, 0, 243, 520
6, 0, 0, 0, 0, 0, 244, 596
7, 0, 0, 0, 0, 0, 241, 672
8, 0, 0, 0, 0, 0, 243, 755
9, 0, 0, 0, 0, 0, 244, 846
10, 0, 0, 0, 0, 0, 242, 937
11, 0, 0, 0, 0, 0, 242, 1037
12, 0, 0, 0, 0, 0, 240, 1136
13, 0, 0, 0, 0, 0, 244, 1232
14, 0, 0, 0, 0, 0, 243, 1334
15, 0, 0, 0, 0, 0, 243, 1434
0, 0, 0, 0, 0, 0, 241, 1533
1, 0, 0, 0, 0, 0, 242, 1639
2, 0, 0, 0, 0, 0, 242, 1742
3, 0, 0, 0, 0, 0, 242, 1841
4, 0, 0, 0, 0, 0, 241, 1946
5, 0, 0, 0, 0, 0, 241, 2041
6, 0, 0, 0, 0, 0, 243, 2147
7, 0, 0, 0, 0, 0, 241, 2242
8, 0, 0, 0, 0, 0, 241, 2334
9, 0, 0, 0, 0, 0, 241, 2423
10, 0, 0, 0, 0, 0, 242, 2512
11, 0, 0, 0, 0, 0, 245, 2608
12, 0, 0, 0, 0, 0, 241, 2690
13, 0, 0, 0, 0, 0, 243, 2770
14, 0, 0, 0, 0, 0, 241, 2844
15, 0, 0, 0, 0, 0, 242, 2926
0, 0, 0, 0, 0, 0, 244, 2993
1, 0, 0, 0, 0, 0, 245, 3065
2, 0, 0, 0, 0, 0, 245, 3137
3, 0, 0, 0, 0, 0, 241, 3196
4, 0, 0, 0, 0, 0, 243, 3249
5, 0, 0, 0, 0, 0, 245, 3312
6, 0, 0, 0, 0, 0, 241, 3348
7, 0, 0, 0, 0, 0, 245, 3376
8, 0, 0, 0, 0, 0, 244, 3408
9, 0, 0, 0, 0, 0, 244, 3423
10, 0, 0, 0, 0, 0, 243, 3425
11, 0, 0, 0, 0, 0, 242, 3422
12, 0, 0, 0, 0, 0, 243, 3407
13, 0, 0, 0, 0, 0, 242, 3379
14, 0, 0, 0, 0, 0, 243, 3346
15, 0, 0, 0, 0, 0, 246, 3300
0, 0, 0, 0, 0, 0, 242, 3250
1, 0, 0, 0, 0, 0, 241, 3193
2, 0, 0, 0, 0, 0, 243, 3137
3, 0, 0, 0, 0, 0, 242, 3068
4, 0, 0, 0, 0, 0, 243, 2997
5, 0, 0, 0, 0, 0, 241, 2927
6, 0, 0, 0, 0, 0, 242, 2845
7, 0, 0, 0, 0, 0, 244, 2770
8, 0, 0, 0, 0, 0, 245, 2693
9, 0, 0, 0, 0, 0, 241, 2608
10, 0, 0, 0, 0, 0, 241, 2512
11, 0, 0, 0, 0, 0, 245, 2422
12, 0, 0, 0, 0, 0, 243, 2334
13, 0, 0, 0, 0, 0, 243, 2241
14, 0, 0, 0, 0, 0, 244, 2145
15, 0, 0, 0, 0, 0, 242, 2046
0, 0, 0, 0, 0, 0, 245, 1946
1, 0, 0, 0, 0, 0, 242, 1845
2, 0, 0, 0, 0, 0, 243, 1744
3, 0, 0, 0, 0, 0, 245, 1641
4, 0, 0, 0, 0, 0, 245, 1534
5, 0, 0, 0, 0, 0, 241, 1437
6, 0, 0, 0, 0, 0, 246, 1329
7, 0, 0, 0, 0, 0, 246, 1232
8, 0, 0, 0, 0, 0, 242, 1136
9, 0, 0, 0, 0, 0, 245, 1041
10, 0, 0, 0, 0, 0, 243, 939
11, 0, 0, 0, 0, 0, 246, 850
12, 0, 0, 0, 0, 0, 243, 763
13, 0, 0, 0, 0, 0, 241, 678
14, 0, 0, 0, 0, 0, 243, 596
15, 0, 0, 0, 0, 0, 245, 527
0, 0, 0, 0, 0, 0, 244, 448
1, 0, 0, 0, 0, 0, 240, 384
2, 0, 0, 0, 0, 0, 243, 319
3, 0, 0, 0, 0, 0, 242, 262
4, 0, 0, 0, 0, 0, 246, 209
5, 0, 0, 0, 0, 0, 243, 166
6, 0, 0, 0, 0, 0, 243, 128
7, 0, 0, 0, 0, 0, 241, 91
8, 0, 0, 0, 0, 0, 242, 65
9, 0, 0, 0, 0, 0, 245, 39
10, 0, 0, 0, 0, 0, 245, 29
11, 0, 0, 0, 0, 0, 242, 19
12, 0, 0, 0, 0, 0, 245, 16
13, 0, 0, 0, 0, 0, 245, 19
14, 0, 0, 0, 0, 0, 243, 21
15, 0, 0, 0, 0, 0, 243, 48
0, 0, 0, 0, 0, 0, 244, 65
1, 0, 0, 0, 0, 0, 244, 93
2, 0, 0, 0, 0, 0, 243, 126
3, 0, 0, 0, 0, 0, 246, 167
4, 0, 0, 0, 0, 0, 246, 210
5, 0, 0, 0, 0, 0, 240, 262
6, 0, 0, 0, 0, 0, 243, 323
7, 0, 0, 0, 0, 0, 241, 379
8, 0, 0, 0, 0, 0, 243, 448
9, 0, 0, 0, 0, 0, 243, 519
10, 0, 0, 0, 0, 0, 245, 592
11, 0, 0, 0, 0, 0, 243, 680
12, 0, 0, 0, 0, 0, 243, 758
13, 0, 0, 0, 0, 0, 244, 847
14, 0, 0, 0, 0, 0, 242, 939
15, 0, 0, 0, 0, 0, 241, 1039
0, 0, 0, 0, 0, 0, 243, 1135
1, 0, 0, 0, 0, 0, 243, 1232
2, 0, 0, 0, 0, 0, 241, 1330
3, 0, 0, 0, 0, 0, 244, 1425
4, 0, 0, 0, 0, 0, 245, 1531
5, 0, 0, 0, 0, 0, 243, 1641
6, 0, 0, 0, 0, 0, 243, 1744
7, 0, 0, 0, 0, 0, 244, 1843
8, 0, 0, 0, 0, 0, 243, 1942
9, 0, 0, 0, 0, 0, 243, 2047
10, 0, 0, 0, 0, 0, 245, 2145
11, 0, 0, 0, 0, 0, 241, 2241
12, 0, 0, 0, 0, 0, 241, 2331
13, 0, 0, 0, 0, 0, 243, 2427
14, 0, 0, 0, 0, 0, 241, 2512
15, 0, 0, 0, 0, 0, 246, 2605
0, 0, 0, 0, 0, 0, 242, 2688
1, 0, 0, 0, 0, 0, 246, 2768
2, 0, 0, 0, 0, 0, 245, 2847
3, 0, 0, 0, 0, 0, 242, 2923
4, 0, 0, 0, 0, 0, 242, 2995
5, 0, 0, 0, 0, 0, 243, 3066
6, 0, 0, 0, 0, 0, 243, 3134
7, 0, 0, 0, 0, 0, 242, 3197
8, 0, 0, 0, 0, 0, 241, 3259
9, 0, 0, 0, 0, 0, 243, 3301
10, 0, 0, 0, 0, 0, 246, 3349
11, 0, 0, 0, 0, 0, 243, 3381
12, 0, 0, 0, 0, 0, 245, 3408
13, 0, 0, 0, 0, 0, 242, 3425
14, 0, 0, 0, 0, 0, 243, 3434
15, 0, 0, 0, 0, 0, 243, 3425
0, 0, 0, 0, 0, 0, 244, 3409
1, 0, 0, 0, 0, 0, 241, 3383
2, 0, 0, 0, 0, 0, 244, 3347
3, 0, 0, 0, 0, 0, 243, 3301
4, 0, 0, 0, 0, 0, 244, 3248
5, 0, 0, 0, 0, 0, 242, 3201
6, 0, 0, 0, 0, 0, 246, 3136
7, 0, 0, 0, 0, 0, 244, 3067
8, 0, 0, 0, 0, 0, 245, 2997
9, 0, 0, 0, 0, 0, 242, 2925
10, 0, 0, 0, 0, 0, 246, 2844
11, 0, 0, 0, 0, 0, 244, 2768
12, 0, 0, 0, 0, 0, 245, 2689
13, 0, 0, 0, 0, 0, 241, 2607
14, 0, 0, 0, 0, 0, 246, 2515
15, 0, 0, 0, 0, 0, 243, 2423
0, 0, 0, 0, 0, 0, 246, 2333
1, 0, 0, 0, 0, 0, 243, 2243
2, 0, 0, 0, 0, 0, 245, 2145
3, 0, 0, 0, 0, 0, 245, 2042
4, 0, 0, 0, 0, 0, 246, 1946
5, 0, 0, 0, 0, 0, 245, 1841
6, 0, 0, 0, 0, 0, 243, 1743
7, 0, 0, 0, 0, 0, 244, 1643
8, 0, 0, 0, 0, 0, 244, 1534
9, 0, 0, 0, 0, 0, 243, 1431
10, 0, 0, 0, 0, 0, 247, 1334
11, 0, 0, 0, 0, 0, 245, 1232
12, 0, 0, 0, 0, 0, 244, 1138
13, 0, 0, 0, 0, 0, 244, 1040
14, 0, 0, 0, 0, 0, 241, 940
15, 0, 0, 0, 0, 0, 247, 851
0, 0, 0, 0, 0, 0, 246, 759
1, 0, 0, 0, 0, 0, 247, 678
2, 0, 0, 0, 0, 0, 243, 599
3, 0, 0, 0, 0, 0, 245, 527
4, 0, 0, 0, 0, 0, 242, 449
5, 0, 0, 0, 0, 0, 245, 379
6, 0, 0, 0, 0, 0, 242, 320
7, 0, 0, 0, 0, 0, 243, 264
8, 0, 0, 0, 0, 0, 246, 212
9, 0, 0, 0, 0, 0, 244, 165
10, 0, 0, 0, 0, 0, 241, 122
11, 0, 0, 0, 0, 0, 245, 91
12, 0, 0, 0, 0, 0, 242, 64
13, 0, 0, 0, 0, 0, 247, 44
14, 0, 0, 0, 0, 0, 243, 25
15, 0, 0, 0, 0, 0, 243, 18
0, 0, 0, 0, 0, 0, 241, 17
1, 0, 0, 0, 0, 0, 243, 16
2, 0, 0, 0, 0, 0, 243, 29
3, 0, 0, 0, 0, 0, 243, 44
4, 0, 0, 0, 0, 0, 244, 63
5, 0, 0, 0, 0, 0, 246, 93
6, 0, 0, 0, 0, 0, 243, 127
7, 0, 0, 0, 0, 0, 243, 165
8, 0, 0, 0, 0, 0, 243, 213
9, 0, 0, 0, 0, 0, 244, 271
10, 0, 0, 0, 0, 0, 241, 320
11, 0, 0, 0, 0, 0, 245, 380
12, 0, 0, 0, 0, 0, 245, 450
13, 0, 0, 0, 0, 0, 243, 525
14, 0, 0, 0, 0, 0, 242, 599
15, 0, 0, 0, 0, 0, 241, 679
0, 0, 0, 0, 0, 0, 243, 767
1, 0, 0, 0, 0, 0, 244, 848
2, 0, 0, 0, 0, 0, 243, 942
3, 0, 0, 0, 0, 0, 243, 1039
4, 0, 0, 0, 0, 0, 241, 1136
5, 0, 0, 0, 0, 0, 241, 1231
6, 0, 0, 0, 0, 0, 243, 1333
7, 0, 0, 0, 0, 0, 243, 1430
8, 0, 0, 0, 0, 0, 243, 1533
9, 0, 0, 0, 0, 0, 243, 1645
10, 0, 0, 0, 0, 0, 244, 1743
11, 0, 0, 0, 0, 0, 246, 1845
12, 0, 0, 0, 0, 0, 242, 1946
13, 0, 0, 0, 0, 0, 241, 2043
14, 0, 0, 0, 0, 0, 246, 2151
15, 0, 0, 0, 0, 0, 246, 2243
0, 0, 0, 0, 0, 0, 244, 2334
1, 0, 0, 0, 0, 0, 243, 2422
2, 0, 0, 0, 0, 0, 243, 2511
3, 0, 0, 0, 0, 0, 243, 2608
4, 0, 0, 0, 0, 0, 241, 2688
5, 0, 0, 0, 0, 0, 242, 2768
6, 0, 0, 0, 0, 0, 242, 2850
7, 0, 0, 0, 0, 0, 241, 2924
8, 0, 0, 0, 0, 0, 241, 2994
9, 0, 0, 0, 0, 0, 240, 3060
10, 0, 0, 0, 0, 0, 241, 3132
11, 0, 0, 0, 0, 0, 243, 3198
12, 0, 0, 0, 0, 0, 244, 3251
13, 0, 0, 0, 0, 0, 243, 3299
14, 0, 0, 0, 0, 0, 243, 3343
15, 0, 0, 0, 0, 0, 245, 3376
0, 0, 0, 0, 0, 0, 244, 3408
1, 0, 0, 0, 0, 0, 242, 3422
2, 0, 0, 0, 0, 0, 244, 3425
3, 0, 0, 0, 0, 0, 242, 3412
4, 0, 0, 0, 0, 0, 243, 3408
5, 0, 0, 0, 0, 0, 241, 3381
6, 0, 0, 0, 0, 0, 243, 3351
7, 0, 0, 0, 0, 0, 244, 3307
8, 0, 0, 0, 0, 0, 247, 3254
9, 0, 0, 0, 0, 0, 241, 3199
10, 0, 0, 0, 0, 0, 245, 3133
11, 0, 0, 0, 0, 0, 240, 3069
12, 0, 0, 0, 0, 0, 242, 2992
13, 0, 0, 0, 0, 0, 243, 2927
14, 0, 0, 0, 0, 0, 243, 2851
15, 0, 0, 0, 0, 0, 245, 2768
0, 0, 0, 0, 0, 0, 242, 2690
1, 0, 0, 0, 0, 0, 242, 2605
2, 0, 0, 0, 0, 0, 246, 2512
3, 0, 0, 0, 0, 0, 243, 2427
4, 0, 0, 0, 0, 0, 244, 2331
5, 0, 0, 0, 0, 0, 243, 2243
6, 0, 0, 0, 0, 0, 243, 2147
7, 0, 0, 0, 0, 0, 245, 2046
8, 0, 0, 0, 0, 0, 242, 1947
9, 0, 0, 0, 0, 0, 243, 1841
10, 0, 0, 0, 0, 0, 241, 1742
11, 0, 0, 0, 0, 0, 241, 1643
12, 0, 0, 0, 0, 0, 245, 1535
13, 0, 0, 0, 0, 0, 243, 1436
14, 0, 0, 0, 0, 0, 243, 1333
15, 0, 0, 0, 0, 0, 245, 1231
0, 0, 0, 0, 0, 0, 243, 1136
1, 0, 0, 0, 0, 0, 242, 1040
2, 0, 0, 0, 0, 0, 245, 944
3, 0, 0, 0, 0, 0, 243, 847
4, 0, 0, 0, 0, 0, 244, 758
5, 0, 0, 0, 0, 0, 245, 675
6, 0, 0, 0, 0, 0, 245, 602
7, 0, 0, 0, 0, 0, 242, 524
8, 0, 0, 0, 0, 0, 243, 446
9, 0, 0, 0, 0, 0, 243, 382
10, 0, 0, 0, 0, 0, 243, 321
11, 0, 0, 0, 0, 0, 241, 263
12, 0, 0, 0, 0, 0, 242, 207
13, 0, 0, 0, 0, 0, 242, 168
14, 0, 0, 0, 0, 0, 245, 128
15, 0, 0, 0, 0, 0, 247, 90
0, 0, 0, 0, 0, 0, 245, 64
1, 0, 0, 0, 0, 0, 244, 45
2, 0, 0, 0, 0, 0, 246, 30
3, 0, 0, 0, 0, 0, 245, 18
4, 0, 0, 0, 0, 0, 245, 16
5, 0, 0, 0, 0, 0, 245, 16
6, 0, 0, 0, 0, 0, 244, 26
7, 0, 0, 0, 0, 0, 247, 41
8, 0, 0, 0, 0, 0, 242, 64
9, 0, 0, 0, 0, 0, 245, 91
10, 0, 0, 0, 0, 0, 244, 125
11, 0, 0, 0, 0, 0, 242, 164
12, 0, 0, 0, 0, 0, 245, 215
13, 0, 0, 0, 0, 0, 246, 267
14, 0, 0, 0, 0, 0, 245, 317
15, 0, 0, 0, 0, 0, 242, 382
0, 0, 0, 0, 0, 0, 243, 444
1, 0, 0, 0, 0, 0, 243, 528
2, 0, 0, 0, 0, 0, 244, 599
3, 0, 0, 0, 0, 0, 242, 678
4, 0, 0, 0, 0, 0, 241, 757
5, 0, 0, 0, 0, 0, 244, 849
6, 0, 0, 0, 0, 0, 243, 938
7, 0, 0, 0, 0, 0, 243, 1031
8, 0, 0, 0, 0, 0, 246, 1136
9, 0, 0, 0, 0, 0, 244, 1230
10, 0, 0, 0, 0, 0, 245, 1334
11, 0, 0, 0, 0, 0, 245, 1431
12, 0, 0, 0, 0, 0, 242, 1535
13, 0, 0, 0, 0, 0, 243, 1643
14, 0, 0, 0, 0, 0, 243, 1745
15, 0, 0, 0, 0, 0, 242, 1841
0, 0, 0, 0, 0, 0, 243, 1947
1, 0, 0, 0, 0, 0, 243, 2045
2, 0, 0, 0, 0, 0, 244, 2144
3, 0, 0, 0, 0, 0, 242, 2241
4, 0, 0, 0, 0, 0, 242, 2335
5, 0, 0, 0, 0, 0, 243, 2425
6, 0, 0, 0, 0, 0, 242, 2510
7, 0, 0, 0, 0, 0, 242, 2607
8, 0, 0, 0, 0, 0, 245, 2687
9, 0, 0, 0, 0, 0, 243, 2765
10, 0, 0, 0, 0, 0, 244, 2845
11, 0, 0, 0, 0, 0, 243, 2925
12, 0, 0, 0, 0, 0, 235, 2988
13, 0, 0, 0, 0, 0, 241, 3065
14, 0, 0, 0, 0, 0, 246, 3135
15, 0, 0, 0, 0, 0, 244, 3196
0, 0, 0, 0, 0, 0, 243, 3255
1, 0, 0, 0, 0, 0, 242, 3312
2, 0, 0, 0, 0, 0, 245, 3345
3, 0, 0, 0, 0, 0, 244, 3377
4, 0, 0, 0, 0, 0, 244, 3403
5, 0, 0, 0, 0, 0, 243, 3429
6, 0, 0, 0, 0, 0, 243, 3421
7, 0, 0, 0, 0, 0, 243, 3419
8, 0, 0, 0, 0, 0, 244, 3407
9, 0, 0, 0, 0, 0, 245, 3382
10, 0, 0, 0, 0, 0, 246, 3347
11, 0, 0, 0, 0, 0, 246, 3307
12, 0, 0, 0, 0, 0, 242, 3259
13, 0, 0, 0, 0, 0, 244, 3203
14, 0, 0, 0, 0, 0, 243, 3136
15, 0, 0, 0, 0, 0, 243, 3066
0, 0, 0, 0, 0, 0, 245, 2998
1, 0, 0, 0, 0, 0, 243, 2927
2, 0, 0, 0, 0, 0, 243, 2848
3, 0, 0, 0, 0, 0, 242, 2768
4, 0, 0, 0, 0, 0, 245, 2689
5, 0, 0, 0, 0, 0, 246, 2608
6, 0, 0, 0, 0, 0, 244, 2513
7, 0, 0, 0, 0, 0, 245, 2425
8, 0, 0, 0, 0, 0, 245, 2331
9, 0, 0, 0, 0, 0, 244, 2242
10, 0, 0, 0, 0, 0, 241, 2150
11, 0, 0, 0, 0, 0, 242, 2046
12, 0, 0, 0, 0, 0, 242, 1947
13, 0, 0, 0, 0, 0, 245, 1850
14, 0, 0, 0, 0, 0, 246, 1743
15, 0, 0, 0, 0, 0, 245, 1641
0, 0, 0, 0, 0, 0, 246, 1534
1, 0, 0, 0, 0, 0, 247, 1429
2, 0, 0, 0, 0, 0, 243, 1329
3, 0, 0, 0, 0, 0, 246, 1232
4, 0, 0, 0, 0, 0, 245, 1136
5, 0, 0, 0, 0, 0, 245, 1040
6, 0, 0, 0, 0, 0, 241, 935
7, 0, 0, 0, 0, 0, 242, 850
8, 0, 0, 0, 0, 0, 246, 767
9, 0, 0, 0, 0, 0, 246, 672
10, 0, 0, 0, 0, 0, 244, 598
11, 0, 0, 0, 0, 0, 243, 528
12, 0, 0, 0, 0, 0, 242, 445
13, 0, 0, 0, 0, 0, 243, 383
14, 0, 0, 0, 0, 0, 246, 321
15, 0, 0, 0, 0, 0, 245, 267
0, 0, 0, 0, 0, 0, 243, 208
1, 0, 0, 0, 0, 0, 245, 167
2, 0, 0, 0, 0, 0, 245, 127
3, 0, 0, 0, 0, 0, 245, 94
4, 0, 0, 0, 0, 0, 243, 64
5, 0, 0, 0, 0, 0, 242, 47
6, 0, 0, 0, 0, 0, 241, 33
7, 0, 0, 0, 0, 0, 244, 18
8, 0, 0, 0, 0, 0, 243, 16
9, 0, 0, 0, 0, 0, 245, 23
10, 0, 0, 0, 0, 0, 247, 19
11, 0, 0, 0, 0, 0, 243, 46
12, 0, 0, 0, 0, 0, 244, 67
13, 0, 0, 0, 0, 0, 246, 90
14, 0, 0, 0, 0, 0, 242, 131
15, 0, 0, 0, 0, 0, 241, 162
0, 0, 0, 0, 0, 0, 243, 208
1, 0, 0, 0, 0, 0, 242, 257
2, 0, 0, 0, 0, 0, 246, 319
3, 0, 0, 0, 0, 0, 246, 386
4, 0, 0, 0, 0, 0, 245, 449
5, 0, 0, 0, 0, 0, 242, 528
6, 0, 0, 0, 0, 0, 240, 592
7, 0, 0, 0, 0, 0, 247, 678
8, 0, 0, 0, 0, 0, 248, 763
9, 0, 0, 0, 0, 0, 242, 851
10, 0, 0, 0, 0, 0, 242, 939
11, 0, 0, 0, 0, 0, 244, 1038
12, 0, 0, 0, 0, 0, 244, 1135
13, 0, 0, 0, 0, 0, 243, 1232
14, 0, 0, 0, 0, 0, 243, 1328
15, 0, 0, 0, 0, 0, 243, 1432
0, 0, 0, 0, 0, 0, 246, 1533
1, 0, 0, 0, 0, 0, 243, 1646
2, 0, 0, 0, 0, 0, 249, 1744
3, 0, 0, 0, 0, 0, 245, 1844
4, 0, 0, 0, 0, 0, 243, 1947
5, 0, 0, 0, 0, 0, 243, 2043
6, 0, 0, 0, 0, 0, 247, 2143
7, 0, 0, 0, 0, 0, 246, 2243
8, 0, 0, 0, 0, 0, 245, 2334
9, 0, 0, 0, 0, 0, 242, 2430
10, 0, 0, 0, 0, 0, 246, 2512
11, 0, 0, 0, 0, 0, 245, 2603
12, 0, 0, 0, 0, 0, 241, 2689
13, 0, 0, 0, 0, 0, 246, 2768
14, 0, 0, 0, 0, 0, 245, 2847
